airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-03-09,Delhi,Cochin,20:50:00,18:50:00,1320,1.0,No Info,16289
Air India,2019-03-09,Delhi,Cochin,21:40:00,07:40:00,600,1.0,No Info,13832
Air India,2019-06-27,Kolkata,Banglore,20:45:00,23:20:00,155,0.0,No Info,4145
Goair,2019-05-24,Kolkata,Banglore,23:30:00,07:45:00,495,1.0,No Info,7335
Jet Airways,2019-06-09,Kolkata,Banglore,17:00:00,09:45:00,1005,1.0,No Info,14151
Air India,2019-03-06,Delhi,Cochin,10:00:00,19:15:00,555,1.0,No Info,16439
Indigo,2019-05-21,Delhi,Cochin,20:25:00,01:30:00,305,1.0,No Info,5054
Spicejet,2019-06-12,Mumbai,Hyderabad,13:15:00,14:45:00,90,0.0,No Info,2017
Jet Airways,2019-03-24,Kolkata,Banglore,21:10:00,16:20:00,1150,1.0,No Info,13759
Air India,2019-05-01,Kolkata,Banglore,16:45:00,21:05:00,1700,1.0,No Info,7452
Jet Airways,2019-06-12,Kolkata,Banglore,20:00:00,12:00:00,960,1.0,No Info,13044
Multiple Carriers,2019-06-24,Delhi,Cochin,07:30:00,19:00:00,690,1.0,No Info,10877
Jet Airways,2019-05-18,Kolkata,Banglore,08:25:00,09:20:00,1495,1.0,In-flight meal not included,9663
Jet Airways,2019-03-12,Mumbai,Hyderabad,03:00:00,16:35:00,815,1.0,No Info,22294
Air India,2019-05-06,Kolkata,Banglore,09:25:00,01:20:00,955,2.0,No Info,11458
Air India,2019-03-21,Delhi,Cochin,20:30:00,23:00:00,1590,1.0,No Info,5704
Spicejet,2019-06-18,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No check-in baggage included,3573
Vistara,2019-05-18,Banglore,Delhi,17:00:00,19:35:00,155,0.0,No Info,4878
Multiple Carriers,2019-06-01,Delhi,Cochin,17:50:00,01:30:00,460,2.0,No Info,18485
Multiple Carriers,2019-03-09,Delhi,Cochin,04:45:00,19:45:00,900,1.0,No Info,10782
Air India,2019-03-18,Banglore,New Delhi,08:50:00,23:25:00,875,2.0,No Info,11728
Air India,2019-05-01,Kolkata,Banglore,19:00:00,11:05:00,965,1.0,No Info,6117
Jet Airways,2019-06-06,Banglore,Delhi,08:20:00,11:20:00,180,0.0,In-flight meal not included,6478
Jet Airways,2019-06-24,Delhi,Cochin,21:25:00,19:00:00,1295,2.0,No Info,13292
Jet Airways,2019-05-12,Kolkata,Banglore,06:30:00,19:50:00,800,1.0,In-flight meal not included,8586
Jet Airways,2019-06-12,Delhi,Cochin,02:15:00,12:35:00,620,1.0,No Info,18371
Indigo,2019-03-09,Chennai,Kolkata,17:05:00,19:40:00,155,0.0,No Info,6297
Jet Airways,2019-06-06,Banglore,Delhi,18:55:00,22:00:00,185,0.0,In-flight meal not included,7229
Spicejet,2019-05-18,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No check-in baggage included,3919
Indigo,2019-06-15,Delhi,Cochin,08:30:00,21:00:00,750,1.0,No Info,6416
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,10:45:00,950,1.0,In-flight meal not included,11087
Jet Airways,2019-06-09,Banglore,Delhi,06:00:00,08:45:00,165,0.0,In-flight meal not included,7229
Air Asia,2019-04-27,Kolkata,Banglore,19:55:00,22:25:00,150,0.0,No Info,4409
Spicejet,2019-05-06,Chennai,Kolkata,09:45:00,12:00:00,135,0.0,No check-in baggage included,3543
Jet Airways,2019-03-27,Delhi,Cochin,06:20:00,18:50:00,750,2.0,No Info,11538
Jet Airways,2019-05-27,Delhi,Cochin,17:30:00,04:25:00,655,1.0,In-flight meal not included,12898
Multiple Carriers,2019-05-18,Delhi,Cochin,10:35:00,19:00:00,505,1.0,No Info,9627
Indigo,2019-03-06,Delhi,Cochin,11:30:00,21:00:00,570,1.0,No Info,14871
Air India,2019-05-18,Kolkata,Banglore,16:50:00,05:35:00,765,2.0,No Info,11642
Spicejet,2019-04-06,Delhi,Cochin,17:55:00,22:50:00,295,1.0,No Info,4957
Spicejet,2019-05-09,Mumbai,Hyderabad,13:15:00,14:45:00,90,0.0,No Info,2227
Vistara,2019-05-12,Kolkata,Banglore,17:00:00,10:45:00,1065,1.0,No Info,9922
Indigo,2019-05-09,Delhi,Cochin,11:25:00,21:00:00,575,1.0,No Info,6979
Jet Airways,2019-04-01,Kolkata,Banglore,18:55:00,04:40:00,585,1.0,No Info,12681
Indigo,2019-04-01,Banglore,Delhi,08:30:00,11:20:00,170,0.0,No Info,4823
Goair,2019-06-09,Delhi,Cochin,10:35:00,19:35:00,540,1.0,No Info,5281
Jet Airways,2019-06-09,Delhi,Cochin,09:25:00,04:25:00,1140,2.0,No Info,13882
Air India,2019-03-15,Banglore,New Delhi,08:15:00,12:15:00,240,1.0,No Info,5013
Indigo,2019-03-03,Delhi,Cochin,07:20:00,12:30:00,310,1.0,No Info,12214
Indigo,2019-03-21,Delhi,Cochin,06:40:00,22:20:00,940,1.0,No Info,6558
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,18:15:00,1335,1.0,No Info,12681
Indigo,2019-06-03,Delhi,Cochin,06:50:00,16:10:00,560,1.0,No Info,7514
Multiple Carriers,2019-06-27,Delhi,Cochin,17:50:00,01:30:00,460,2.0,No Info,18275
Air India,2019-06-06,Delhi,Cochin,10:55:00,19:15:00,500,2.0,No Info,11753
Indigo,2019-05-12,Mumbai,Hyderabad,09:10:00,10:40:00,90,0.0,No Info,4049
Jet Airways,2019-03-21,Delhi,Cochin,19:10:00,04:25:00,1995,2.0,In-flight meal not included,8834
Multiple Carriers,2019-06-01,Delhi,Cochin,18:15:00,01:30:00,435,1.0,No Info,13377
Air India,2019-05-21,Delhi,Cochin,10:00:00,19:15:00,555,1.0,No Info,8372
Jet Airways,2019-06-03,Delhi,Cochin,18:15:00,12:35:00,1100,1.0,In-flight meal not included,10262
Multiple Carriers,2019-06-06,Delhi,Cochin,09:15:00,19:00:00,585,1.0,No Info,11622
Indigo,2019-04-03,Delhi,Cochin,20:25:00,01:30:00,305,1.0,No Info,5073
Air India,2019-05-09,Delhi,Cochin,09:00:00,19:15:00,615,1.0,No Info,8372
Multiple Carriers,2019-05-09,Delhi,Cochin,07:05:00,19:15:00,730,1.0,In-flight meal not included,11142
Multiple Carriers,2019-03-03,Delhi,Cochin,16:00:00,01:35:00,575,1.0,No Info,21226
Air India,2019-06-21,Mumbai,Hyderabad,15:00:00,16:25:00,85,0.0,No Info,3100
Multiple Carriers,2019-03-27,Delhi,Cochin,06:00:00,13:20:00,440,1.0,No Info,7845
Spicejet,2019-05-21,Kolkata,Banglore,06:55:00,09:30:00,155,0.0,No check-in baggage included,3841
Indigo,2019-05-18,Kolkata,Banglore,22:15:00,00:50:00,155,0.0,No Info,4804
Jet Airways,2019-03-21,Delhi,Cochin,19:45:00,04:25:00,520,1.0,In-flight meal not included,5963
Indigo,2019-04-12,Banglore,Delhi,21:15:00,00:15:00,180,0.0,No Info,4990
Jet Airways,2019-06-24,Delhi,Cochin,21:50:00,12:35:00,885,1.0,In-flight meal not included,10262
Air India,2019-03-03,Delhi,Cochin,16:40:00,19:15:00,1595,2.0,No Info,14011
Jet Airways,2019-05-09,Kolkata,Banglore,20:00:00,04:40:00,520,1.0,In-flight meal not included,8586
Goair,2019-03-24,Banglore,New Delhi,07:45:00,10:40:00,175,0.0,No Info,5048
Spicejet,2019-05-06,Mumbai,Hyderabad,05:45:00,07:15:00,90,0.0,No check-in baggage included,1965
Air India,2019-06-01,Delhi,Cochin,22:00:00,19:15:00,1275,2.0,No Info,10861
Indigo,2019-04-03,Kolkata,Banglore,19:20:00,23:45:00,265,1.0,No Info,3480
Air India,2019-05-21,Kolkata,Banglore,09:25:00,05:35:00,1210,2.0,No Info,11432
Indigo,2019-05-21,Kolkata,Banglore,06:20:00,10:20:00,240,1.0,No Info,4226
Vistara,2019-06-09,Banglore,Delhi,17:00:00,19:35:00,155,0.0,No Info,4878
Jet Airways,2019-05-21,Kolkata,Banglore,20:00:00,08:15:00,735,1.0,In-flight meal not included,10844
Indigo,2019-06-21,Banglore,Delhi,06:05:00,08:50:00,165,0.0,No Info,3943
Jet Airways,2019-05-03,Banglore,Delhi,08:20:00,11:20:00,180,0.0,No Info,7229
Indigo,2019-06-12,Delhi,Cochin,14:20:00,22:30:00,490,1.0,No Info,6938
